0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112
10.234566,10.235586,10.23986,10.240888,10.248295,10.267275,11.103559,11.045771,10.885672,10.701681,10.457588,10.328678,9.88605,9.710872,9.463728,9.204483,9.051968,8.350203,7.6473837,6.9438562,6.122461,5.1988273,4.312163,4.21426,3.9099753,4.6432624,4.609505,3.6160917,2.657353,2.475789,1.8791871,1.466496,1.1148094,0.8804616,0.7347286,0.63242793,0.8556354,1.277581,2.053448,2.2427592,2.2770262,2.3514342,2.3211584,2.5747652,2.5977123,2.4020824,2.220571,1.9100976,1.3415439,0.7260896,0.49641284,0.83326787,0.30940676,-0.10864189,0.27384758,0.51087505,0.63022435,1.2797694,2.1522453,3.045454,3.2466512,3.5196981,4.026253,4.4752855,4.3897696,3.2960505,2.6654463,2.4313745,1.7891914,1.2474773,1.0345502,1.0695127,0.988343,0.7907511,0.6207474,0.7024941,0.7910434,1.2312998,2.1567957,2.317674,2.417498,2.5930715,2.5188384,2.0785093,1.6328158,1.186166,1.0756242,1.100305,1.2666962,1.4000608,1.3731995,1.3212811,1.3052294,1.2780584,1.2125506,1.200777,1.2369721,1.28006,1.4045875,1.9662757,2.7036748,3.3188033,4.2054024,4.7896852,5.602297,6.6916733,7.5039673,8.739746,10.390798,11.27367,11.576044,11.782022,10.230112
-0.440573,-0.44179213,-0.4446112,-0.44517964,-0.44954398,-0.4600168,-2.6438723,-2.5424013,-2.381598,-2.282222,-2.1055517,-1.9744599,-1.790183,-1.6914663,-1.639333,-1.6324798,-1.6116986,-1.7238705,-1.7312195,-1.710129,-1.8717461,-2.0899968,-2.0808454,-2.0429618,-1.9660623,-1.938283,-1.8816125,-1.9939585,-2.0600853,-2.1567216,-2.4046903,-2.54487,-2.5980918,-2.550746,-2.4418578,-2.2702518,-2.2472916,-2.3319163,-2.2114406,-2.318897,-2.3649232,-2.1979227,-1.9506013,-1.9171783,-1.9520242,-2.2659836,-2.507255,-2.5029178,-1.8500487,-1.904002,-2.1862283,-1.859596,-1.5827458,-1.6610947,-1.6458473,-1.4684892,-1.5053375,-2.0275898,-2.89992,-3.1849174,-3.232487,-3.1037586,-2.8037772,-2.6526303,-2.4229271,-1.6684155,-0.92604935,-0.4253826,0.050677568,0.07710186,-0.25922832,-0.6933125,-1.1976564,-1.5386282,-1.5567642,-1.4146475,-1.2580512,-0.9891746,-0.6052151,-0.21142182,0.39855835,0.7870853,0.7769574,0.8857521,0.88060004,0.6325983,0.21678174,-0.45624575,-0.6236949,-0.79893196,-0.71660113,-0.7045144,-0.53900594,-0.39641678,-0.20936486,-0.09128764,0.12269071,0.1055246,0.06100422,0.119048454,0.3676351,0.49519935,0.37916797,0.50352603,0.6749737,0.55893064,0.2424421,-0.17737252,-0.7794616,-1.1977767,-1.2646843,-1.2868811,-0.43713582
-0.34255868,-0.34231126,-0.3419901,-0.34220994,-0.3422634,-0.3425181,-1.228812,-1.2884777,-1.275678,-1.3324866,-1.4596627,-1.540179,-1.803526,-1.8594508,-1.8647434,-1.7514291,-1.783401,-1.8713918,-1.8328065,-1.7742431,-1.6692989,-1.5525055,-1.3520182,-1.155524,-1.1292824,-1.0647235,-1.3325052,-1.4649463,-1.529608,-1.5098261,-1.6164861,-1.8622015,-2.0150983,-1.9602739,-1.8764858,-1.8386178,-1.7830842,-1.773617,-1.7325332,-1.8239199,-2.0594387,-2.3153675,-2.6274934,-2.654917,-2.7644744,-2.7871852,-2.8072286,-2.7927794,-2.6484783,-2.6624184,-2.6896331,-2.7441359,-2.6409786,-2.577169,-2.4780493,-2.4822845,-2.4248507,-2.3869925,-2.4764235,-2.5399961,-2.4873903,-2.4365776,-2.3062224,-2.3160055,-2.406652,-2.3780806,-2.5360959,-2.4263327,-2.1336088,-2.2221901,-2.2118905,-2.075678,-2.1981022,-2.487465,-2.8316512,-3.1430917,-3.2430158,-3.2905414,-3.45366,-3.5238905,-3.289114,-2.911818,-2.7917771,-2.5045185,-2.3303318,-2.5379257,-2.4191117,-2.1632173,-2.6423306,-2.96567,-3.0817232,-3.215604,-3.355972,-3.4904237,-3.644881,-3.6843028,-3.8442402,-3.857215,-3.7347612,-3.5580359,-3.2303367,-2.931588,-2.8084226,-2.887166,-2.8522003,-2.6360514,-2.4832864,-2.292408,-1.9870498,-2.1090825,-2.1280103,-1.9969978,-0.34429884
0.62930036,0.627846,0.62301797,0.6220385,0.61447006,0.5915155,-2.0634758,-1.9786069,-1.880044,-1.79884,-1.6879592,-1.5282128,-1.3978176,-1.3508104,-1.3371212,-1.2724822,-1.2219844,-1.138781,-1.0909781,-0.9303254,-1.0298004,-1.0892359,-0.93575495,-0.6561694,-0.4365315,-0.5584942,-0.59786975,-0.5802474,-0.38107896,-0.2950008,-0.33218718,-0.48991787,-0.4704743,-0.3695227,-0.3189687,-0.38072866,-0.5114938,-0.76807076,-1.0695721,-1.1561967,-1.0457169,-0.9231634,-0.7579299,-0.48352146,-0.18812598,-0.696713,-1.5176513,-2.1924355,-2.141712,-1.7004292,-1.5149218,-1.2059544,-1.3458194,-1.382813,-1.3016316,-1.1409817,-1.0457419,-1.0380926,-1.0464568,-0.03990463,0.95892155,2.6216083,5.2802544,7.2614346,8.912611,9.646581,10.064162,10.161508,10.080846,9.961152,9.2873,8.165082,6.8125553,5.461339,4.4695554,3.9684725,4.1751738,5.6148276,7.4077544,8.415251,9.059551,9.352848,9.679527,9.868056,9.836078,9.57998,8.63909,7.350395,5.9078817,4.818676,4.542166,4.2745037,4.0345592,3.839517,3.826962,3.830378,3.6410244,3.49038,3.976469,4.782408,5.0652366,4.9486027,4.8110886,4.7043257,4.1139464,3.5063512,3.06625,2.4933186,0.73638326,-0.5763927,-0.9277333,-1.16694,0.63444316
1.2147512,1.2152401,1.2171109,1.2174257,1.2205197,1.2274117,1.5754676,1.643462,1.5642217,1.426142,1.1591518,0.82201135,0.5297283,0.30766183,0.36919984,0.5450564,0.47248483,0.6157959,0.700225,0.87073493,1.0467521,1.1703318,1.2258451,1.2888238,1.583432,1.3415625,1.8508604,2.3193495,2.5434413,2.529221,2.8289418,3.327222,3.7959952,4.272046,4.371871,4.196777,3.9541407,3.11864,1.5457194,1.1475862,1.1703749,1.4937768,1.9389813,2.1007733,2.3339515,2.8182526,3.261901,3.2370362,2.6808543,2.1224668,1.5747983,0.79555494,0.61446816,0.8502922,0.8291336,0.8389727,0.79733133,0.49030542,0.10979675,-0.19839908,-0.27686483,-0.4353199,-0.74538493,-0.9168028,-1.1098759,-0.971749,-0.68986356,-0.53586835,-0.42302057,-0.19864136,0.61114013,1.4334301,2.051473,2.4255548,2.77324,2.819613,2.8393111,2.6035051,1.8575027,0.8438336,-0.10823794,-0.3370766,-0.3798933,-0.3623666,-0.49086517,-0.0009109974,1.0643693,2.0895886,2.7881114,3.0970838,3.0460055,3.0208342,2.8830433,2.6846774,2.461175,2.3736272,2.3151302,2.202966,1.5179758,0.41844139,-0.33609453,-0.6046624,-0.5390382,-0.4845196,-0.16252175,-0.17430593,-0.19694716,-0.13635424,-0.4399899,-0.50229436,-0.54693943,-0.45975542,1.2118425
-1.5637159,-1.5641552,-1.5668912,-1.5672851,-1.5718362,-1.5826852,-1.7074984,-1.8082442,-2.0018418,-1.8239336,-1.7313724,-1.8671014,-2.1517127,-2.3017182,-2.2161527,-2.1039758,-2.0727892,-1.835188,-1.6763183,-1.4638064,-1.2181375,-1.2085057,-1.097875,-1.0724947,-1.2011138,-1.285102,-1.2046133,-0.738162,-0.21488683,-0.24128205,-0.09398314,-0.06047515,-0.24036947,-0.48975727,-0.71983194,-0.9154545,-1.0363977,-1.0408325,-1.085782,-0.7785578,-0.3718339,-0.24252124,-0.40940997,-0.25506705,-0.4985106,-0.5474446,-0.32492226,0.10198519,0.44859254,0.8273819,1.4841342,1.3348175,0.83485854,0.5476428,0.75351876,1.4170403,2.5044544,3.3235178,3.3804731,2.6365693,2.2121458,1.818239,1.4699633,1.7509996,2.1296983,1.7763433,1.4332086,0.66719306,-0.23961571,-0.5064982,-0.6664943,-0.63186026,-0.1435165,0.2767182,0.49587384,0.56515443,0.28988838,-0.15170792,-0.2568915,-0.23701692,-0.22844228,-0.6240975,-0.5332949,-0.88358957,-1.2623582,-1.4703206,-2.0085056,-1.983307,-1.4993291,-1.2285266,-1.0590328,-0.838614,-0.67018116,-0.52101904,-0.4880356,-0.49954265,-0.39047223,-0.23678324,-0.20100495,-0.31795874,-0.6215266,-0.9961101,-1.3090785,-1.3753026,-1.5676236,-1.7969112,-1.8485367,-2.2810018,-3.2035701,-3.2580624,-3.1607027,-3.1884093,-1.5610943
-1.7758504,-1.7761685,-1.7767885,-1.776479,-1.7770149,-1.7776932,-2.0341694,-2.0365553,-2.113617,-1.9992611,-1.8750036,-1.8144584,-2.0143867,-2.0939326,-2.2554946,-2.3901486,-2.342928,-2.5671232,-2.5445375,-2.2749412,-2.3518705,-2.3209848,-2.2144907,-2.0407794,-1.8134196,-1.6701947,-1.2968955,-1.0122948,-1.0304719,-1.1901239,-1.4261293,-1.538602,-1.745093,-1.9199498,-1.850863,-1.7537527,-1.731983,-1.6030762,-1.1929245,-0.95139515,-0.76622355,-0.6753738,-0.8137931,-1.1428707,-1.3742335,-1.4521523,-1.3016311,-0.9687055,-0.8316742,-0.92142385,-0.6047891,-0.15145437,-0.45598608,-0.8180589,-1.0882605,-1.2688448,-1.4297881,-1.6573739,-1.4515209,-1.2742604,-1.3336756,-1.526063,-2.0912642,-2.486538,-2.487061,-2.0342798,-1.5709462,-1.3632048,-1.172017,-0.9148289,-0.9403971,-0.81349015,-0.6189748,-0.42303494,-0.2543614,-0.27958846,-0.43062627,-0.88878804,-1.4341259,-1.5743163,-1.3105841,-1.0870887,-0.9379832,-0.9613625,-0.9467045,-0.59282625,-0.6429033,-0.55782413,-0.35659024,-0.34451434,-0.3912728,-0.4063254,-0.40273038,-0.43051684,-0.48026177,-0.46486795,-0.6026783,-0.8328767,-1.08884,-1.3784868,-1.6450431,-2.063124,-2.380161,-2.5715234,-2.9098186,-3.117238,-3.1409667,-3.0792065,-2.9083657,-2.3809555,-2.1193707,-2.035801,-1.774605
1.513102,1.5115197,1.5064244,1.5052096,1.497671,1.4740293,-1.6861739,-1.6508994,-1.5748336,-1.5691104,-1.4714885,-1.347158,-1.0666108,-0.8551268,-0.7268471,-0.71205646,-0.62450933,-0.580981,-0.5089766,-0.41419005,-0.37717664,-0.19242346,-0.05352485,0.0101876855,0.3692335,0.069937944,0.23560977,0.47414434,0.7361354,0.7451577,0.6096632,0.5230532,0.81258833,1.2711716,1.4315563,1.5477542,1.3661163,0.9322169,0.50425035,0.17295974,0.24411696,0.68293333,1.386886,2.2023332,2.9421449,2.711143,2.7252765,3.11009,5.9902363,8.248458,9.402847,9.585861,9.169714,8.429653,7.7278423,7.1158504,6.185476,4.287463,1.7994072,0.9756265,0.83256346,0.7183857,0.78694546,0.5505656,0.46346396,1.065939,1.5178734,1.6777928,1.8934597,1.8360078,0.99965155,0.0869357,-0.27135396,-0.327729,-0.13105679,0.2172504,0.8479215,1.780948,2.623549,3.531278,4.030559,4.28141,4.097149,3.7402964,3.6517572,3.1898656,1.9662099,1.1638874,1.5427144,2.1345494,2.6251254,2.983291,3.621922,4.279066,4.8624735,4.9878874,5.550566,6.064539,6.8082814,7.563513,7.930286,7.8244066,7.264808,7.006171,6.6237564,6.219731,5.857362,5.0810933,3.3728876,1.933506,1.4257766,1.0279007,1.5181307
-0.6871033,-0.6872151,-0.6865978,-0.68635094,-0.6848814,-0.68162036,-1.0685378,-1.0870593,-1.1089066,-1.0238948,-0.83771497,-0.5688374,-0.25370285,-0.2897692,-0.42895558,-0.4262941,-0.3620909,-0.49975467,-0.58094937,-0.75954264,-0.9426828,-0.9689584,-1.1568052,-1.4106958,-1.4664228,-1.3740525,-1.1507063,-1.1204216,-1.0527589,-1.0193537,-0.84002024,-0.599252,-0.4104358,-0.28568527,-0.04803586,0.22627091,0.28140652,0.20924836,0.16300246,0.08698061,-0.24853513,-0.6295798,-0.8204486,-1.1418678,-1.1961272,-1.1357028,-0.90589476,-0.5780734,-0.3538219,-0.2511728,-0.33024654,-0.95755327,-1.6180146,-2.181231,-2.276081,-2.198277,-2.2331586,-2.3105314,-1.6777376,-1.0136683,-0.8317269,-0.763163,-1.0101776,-1.1985614,-1.0749418,-0.63214076,-0.09931104,0.17793322,0.5323364,0.6565734,0.6499387,0.8192759,1.198109,1.4351501,1.6999478,2.1461525,2.2732613,2.0196176,1.3149774,1.0975254,0.71807265,0.56834096,0.61609334,0.7327567,0.71836597,0.5422486,0.30969265,0.1741038,0.45213944,0.4320891,0.397059,0.38134402,0.32137915,0.28034356,0.39831895,0.48848945,0.64824057,0.65070796,0.6148582,0.7998167,1.2216457,1.6182705,2.5362103,2.5791323,2.62045,1.8669269,1.1350951,0.5818918,0.3220692,0.17797783,0.36390132,0.49487492,-0.6862896
-2.9989233,-2.9986053,-2.9974113,-2.9972029,-2.9957218,-2.9928012,-2.2066505,-1.9386815,-1.8367543,-1.5595788,-1.2290847,-1.0454751,-0.8970894,-0.8282069,-0.5380276,-0.18855345,-0.054637313,0.10368997,0.42913842,0.42631316,0.5406321,0.5992031,0.573545,0.3369576,0.27577612,0.051775992,0.30531943,0.77358156,1.1908435,1.1913495,1.3888639,1.5406363,1.5149953,1.3113248,1.1534686,1.009167,1.0166388,1.1321425,0.996794,0.93273497,0.86996084,0.916988,0.8166954,0.53296727,0.15154204,0.046739236,0.065963954,0.49183682,1.2395387,0.7140696,-0.10964833,-0.37493092,0.6901652,2.1421714,2.6832118,2.9905586,3.1966078,2.7612643,1.9011635,1.0914598,0.9352963,0.5069479,-0.5887399,-1.6679736,-2.8173003,-3.174429,-3.0532198,-2.900369,-2.712773,-2.231249,-1.6778026,-0.9519195,-0.04532188,0.6556868,1.0278286,0.9894142,0.7297579,0.24503373,-0.62053716,-1.6776915,-2.451737,-2.5463686,-2.610331,-2.530048,-2.3155286,-1.5561348,-0.7418888,0.11818941,0.82550967,1.2342829,1.2796311,1.3298178,1.3518473,1.2824094,1.1360294,1.0128659,0.7498764,0.5905784,-0.020205889,-1.314142,-2.4155197,-3.03608,-3.5687606,-3.5466323,-3.6101465,-3.3186898,-2.9810865,-2.829913,-2.8692887,-2.8430057,-2.9560404,-3.0707445,-3.001205
-1.374477,-1.3750974,-1.3775116,-1.378022,-1.3816869,-1.3902876,-2.5560184,-2.6619728,-2.632565,-2.6263013,-2.7086852,-2.752473,-2.9745047,-2.9590054,-2.82637,-2.6045802,-2.5742471,-2.5335112,-2.3729405,-2.141097,-1.9998573,-1.7850318,-1.4285018,-1.3590571,-1.4227867,-1.4795306,-1.7386032,-1.6733351,-1.4931746,-1.4371389,-1.5251398,-1.6905859,-1.6923752,-1.5678756,-1.4964452,-1.4721484,-1.4866862,-1.5298896,-1.6544294,-1.8897536,-1.9441961,-1.9425602,-1.9182202,-1.7166448,-1.9196284,-2.2335668,-2.8149233,-3.2345529,-3.0943615,-2.27559,-1.2868152,-0.5622349,-0.5357785,-1.1073465,-1.4985253,-1.6824734,-1.6764648,-1.5383239,-1.5912837,-1.3869052,-1.2165556,-0.7626796,-0.0062638745,0.19972181,0.09910958,0.20287417,-0.18365431,-0.23993272,-0.34974495,-0.5833825,-1.1905582,-1.8797734,-2.4276206,-2.7347538,-2.9888027,-2.9387407,-2.6798334,-2.2948856,-2.045895,-1.6931349,-1.1429878,-0.74919605,-0.6939586,-0.69881,-0.71962285,-1.0431421,-1.4812185,-1.9143955,-2.462052,-2.5982356,-2.5785904,-2.5997586,-2.476128,-2.3423324,-2.1667547,-2.1857996,-2.0474472,-1.7577889,-1.2769723,-0.78332627,-0.7086563,-0.83452296,-1.2605715,-1.6525038,-2.1774871,-2.440422,-2.4516373,-2.4306817,-2.2567425,-2.2089338,-2.243587,-2.2245138,-1.3716524
-3.524222,-3.5247507,-3.52661,-3.526787,-3.530037,-3.5380874,-3.6158774,-3.5328133,-3.4876826,-3.3559442,-3.2534547,-3.197589,-3.1233983,-3.1285954,-3.076757,-3.026957,-2.9972837,-2.84647,-2.6686733,-2.4660246,-2.4142466,-2.2934816,-2.1935117,-2.2442942,-2.2127686,-2.2168133,-2.0253048,-1.7068231,-1.472412,-1.4334936,-1.2807231,-1.2175481,-1.2366161,-1.3385742,-1.3464601,-1.2478858,-1.0986874,-0.84832305,-0.69507015,-0.6385318,-0.6367185,-0.7042194,-0.97178614,-1.4249469,-1.6567901,-1.4085481,-1.070985,-0.83014786,-1.5139604,-1.9567344,-2.0276887,-1.4970298,-0.39082527,1.0652231,1.7406261,1.7400515,1.5504235,1.3092942,0.83254504,0.0044439584,-0.43719074,-0.9468349,-1.4905262,-1.8009725,-2.2410398,-2.4946113,-2.530076,-2.555405,-2.4179375,-1.9679915,-1.3385326,-0.84701735,-0.8216221,-0.8833,-0.9326216,-1.1475158,-1.4571002,-1.9510338,-2.6110966,-3.2455435,-3.3003657,-3.2746406,-3.0008779,-2.776713,-2.4586837,-1.6078041,-0.7469773,-0.32644445,-0.5303467,-0.8218511,-1.0399774,-1.1614845,-1.3236842,-1.4652553,-1.6027541,-1.6122804,-1.8014333,-2.077859,-2.5485008,-3.305572,-3.9205055,-4.2515063,-4.4970093,-4.4938498,-4.516814,-4.581894,-4.7144375,-4.832461,-4.8118973,-4.424124,-4.3424063,-4.3178387,-3.5222723
-2.2024317,-2.2018301,-2.1988926,-2.197847,-2.19294,-2.1833744,-0.7566851,-0.62067133,-0.70620495,-0.47173268,-0.13968486,-0.0043058395,0.038841426,0.13617527,0.27321285,0.45770767,0.6484395,0.85118985,1.3103685,1.9028823,2.1307979,2.3080049,2.4182806,2.2885227,2.0722852,2.0497906,2.0802913,2.2958474,2.4834695,2.4488564,2.3637722,2.2442064,2.0402439,1.7385075,1.6531594,1.6601094,1.7987018,2.2257829,2.612207,2.8834786,3.3118224,3.6235406,3.7025316,3.2216778,2.978028,2.7134924,2.40561,2.4599009,2.1962385,1.3531126,0.57787704,-0.042447627,0.16556567,0.80123943,1.0696793,1.1478486,1.2060368,1.1889633,1.5002066,1.756153,1.8790853,1.8123904,0.8538469,-0.04572098,-0.8939891,-1.2561803,-1.1659331,-0.99179447,-0.6392637,0.12855217,1.0966161,1.961318,2.4063494,2.6730533,2.881594,2.7225938,2.4747782,1.9267718,0.94548607,-0.023697726,-0.5250876,-0.5940696,-0.5377596,-0.4505957,-0.06793586,1.0197921,2.0555658,3.0768092,3.8011086,4.0978365,4.084745,4.0560737,4.039774,3.9354963,3.7399268,3.647256,3.2844315,2.9061038,2.1182437,0.7293105,-0.7699375,-1.7001463,-2.312552,-2.3046606,-2.5469017,-2.5542345,-2.5157428,-2.5089884,-2.2444727,-1.6388851,-1.5566825,-1.6005666,-2.2072637
