0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140
12.967474,13.00731,13.011886,13.033408,11.579489,12.9188175,12.841908,12.697433,11.708648,9.637875,6.4546924,4.747958,3.5442235,2.8984394,2.3074515,2.1883893,2.2195473,2.2275815,2.415203,3.1026964,2.9416432,3.0841246,2.7778208,2.0934396,1.4061308,0.8366158,0.6895749,1.2192211,1.5837688,1.1673425,0.35024253,-0.52179945,-0.8196718,-0.9154353,-0.05692923,1.2599155,1.5622659,1.7560937,1.6711496,0.7459229,0.4160066,0.26724246,-0.044588335,-0.19683954,-0.10221628,-0.004505664,0.25975662,-0.15126227,-0.9270431,-0.8189117,-0.37266257,-0.048012048,0.116678655,-0.183595,-0.67631483,-0.8921783,-0.9081737,-0.8446004,-0.968487,-1.1830286,-0.95449245,-0.5849538,-0.98833185,-1.0070586,-1.0889869,-1.3066916,-1.1159773,-0.78311825,-0.40573224,0.34278035,0.7215587,0.8112911,0.49783152,0.35817146,0.25839803,0.23497126,0.55911744,1.2762698,2.5085788,1.917583,0.9370284,0.097885296,-0.59451306,-0.41941324,-0.16303326,0.18881717,0.2732199,-0.03455025,-0.30562633,-0.302742,-0.22502287,-0.21493116,0.06068164,0.7820382,1.3260341,0.66118443,-0.34587473,-0.5656301,-0.3987748,-0.4452704,-0.0064384043,0.6886703,1.2473273,1.0648968,0.8749666,0.7402333,0.40841433,0.09103306,-0.13786975,-0.04115121,0.21701577,0.4887347,0.52284205,0.71714145,0.8891776,0.8756987,1.0543387,1.7907772,2.4494514,3.8068476,5.832238,6.6663523,7.675051,7.99549,8.75923,9.18214,9.555237,9.602095,9.886233,10.389834,10.970224,11.281155,11.840607,12.081663,12.123778,12.342749,12.796052,12.926111,12.891188,11.580629,11.579314
-2.4615097,-2.481072,-2.505505,-2.4931703,-2.174781,-2.5814457,-2.6328547,-2.6562247,-2.8037329,-3.0173154,-3.3650222,-3.3766785,-3.1947875,-3.1856031,-3.2702577,-3.2439294,-3.175893,-3.294349,-3.4825647,-3.8024921,-4.1207943,-3.826168,-2.5314572,-2.362917,-2.2760396,-2.2538247,-2.4133956,-2.4766293,-2.1161213,-1.7711039,-1.3094586,-0.00020819902,2.670234,6.5036316,9.764269,10.69206,10.559003,10.1348505,9.450988,7.5283303,4.664862,1.9348391,-0.80113596,-2.3112228,-2.6508625,-2.9184074,-2.903993,-2.6731553,-2.4060128,-2.3536253,-2.4421217,-2.5204616,-2.5728226,-2.3632236,-2.0621905,-1.8832164,-1.3573775,-1.2279389,-1.4675999,-1.8863355,-2.2163754,-2.688773,-3.2085662,-3.294322,-3.0614872,-2.8428006,-2.6341765,-2.5415158,-2.3535452,-2.4641836,-2.5688107,-2.6026258,-2.5677545,-2.5743046,-2.5423396,-2.696804,-3.0380454,-3.4019556,-3.4289355,-3.1507664,-2.9004815,-2.7891302,-2.7172203,-2.5454297,-2.4636428,-2.6202917,-2.6627932,-2.670974,-2.5047498,-2.3621328,-2.153231,-1.8870552,-2.3244002,-2.8497765,-2.5804935,-2.3586602,-2.3665643,-2.69592,-2.7445478,-2.2635715,-1.7122899,-2.0853543,-2.6457124,-2.9870193,-2.944859,-2.8449612,-2.7581384,-2.7662559,-2.884337,-3.0069435,-3.0868053,-3.1608994,-3.2666204,-3.3101673,-3.3860002,-3.375022,-3.2960699,-3.237268,-3.0263233,-2.8939455,-2.2067184,-1.7783983,-1.5675716,-1.388814,-1.4754612,-1.5966325,-1.9769573,-2.2268295,-2.2409363,-2.253636,-2.4558525,-2.582032,-2.654076,-2.5647058,-2.3161023,-2.38285,-2.4163527,-2.4865026,-2.5577478,-2.1751294,-2.1744778
-0.6435185,-0.6316104,-0.5526637,-0.54443264,-0.18255514,-0.5186819,-0.644451,-0.8322104,-1.37348,-1.4766393,-1.2859838,-1.2117465,-1.3578179,-1.1776878,-0.62189555,-0.3224673,-0.16738996,-0.16441888,-0.031050548,-0.14957742,0.17913419,0.46163276,0.494672,0.5230618,0.44819677,0.4744171,0.0703485,-0.40595162,-1.104688,-1.7956485,-2.52267,-3.082128,-2.874064,-2.614814,-2.296527,-2.4643364,-2.3112168,-2.0172052,-1.6579353,-0.92687464,-0.44437817,-0.22445728,-0.3514381,-0.55955124,-0.6129763,-0.49738386,0.26925117,0.8495948,0.9958358,0.5059387,-0.6590464,-1.4629635,-2.07696,-2.2916522,-2.4088557,-2.5495796,-2.912,-3.1402698,-3.2478302,-3.4371457,-3.5701213,-3.8228922,-3.8335872,-3.7683914,-3.7570486,-3.8185244,-3.3490977,-1.4934955,0.41964665,1.8516552,2.272496,2.3158035,1.2242131,0.27796504,-0.32045287,-0.76446974,-0.7670426,-0.80009246,-0.8696991,-1.0160109,-0.94085073,-0.76762295,0.16157277,-0.39444572,-1.6571565,-2.4134355,-2.699209,-2.8419986,-2.9510324,-3.2439172,-3.5832984,-3.7130768,-3.6927838,-3.548183,-3.6268919,-3.8828764,-3.818585,-3.2048922,-3.241619,-3.2468572,-2.9703782,-2.787172,-2.8714507,-2.5250578,-2.2317288,-2.1590536,-1.9904389,-1.62963,-1.2077042,-1.1378427,-1.4766905,-1.7388934,-1.8662897,-1.9826044,-2.0619774,-2.0588653,-2.2015522,-2.1793401,-1.9621091,-1.7309544,-2.011257,-2.1487985,-2.2658508,-2.540595,-2.4749308,-2.5641,-2.7504845,-2.7014663,-2.4440641,-2.112161,-1.7729547,-1.6426146,-1.416611,-1.5146747,-1.6371589,-1.5046134,-1.3668916,-1.2629087,-1.2487501,-0.18400976,-0.1826708
-0.9061102,-0.88261724,-0.91516554,-0.79833716,-0.24441898,-0.7733836,-0.6357155,-0.5561704,-0.7438013,-0.91227376,-0.8442941,-0.8175715,-0.7034981,-0.95787877,-1.43465,-1.650417,-1.6883893,-1.777701,-1.7590168,-1.4269993,-0.5607211,-0.21538103,-0.26658052,-0.33378553,-0.36498424,-0.41519785,-0.39807364,-0.09976849,0.2329576,0.47763786,0.5135695,0.15409547,-0.3632095,-0.110993475,0.54499406,0.7175942,0.22755343,-0.5553427,-1.0119346,-1.2205052,-1.3638874,-1.5138998,-1.366389,-1.334715,-1.3312745,-1.4183477,-1.801482,-1.72554,-1.4944032,-0.8967912,-0.1591179,-0.23108226,-0.5209408,-0.72143674,-0.7791632,-0.8461591,-1.0150474,-1.1134182,-1.1335022,-1.2109693,-1.3475212,-1.5526954,-1.8398783,-2.0351973,-2.1762908,-1.8781204,-1.1198075,-0.37904996,-0.38740826,-0.90635127,-1.3137697,-1.6275916,-2.0612955,-2.1001234,-1.9541236,-1.5080731,-1.2236133,-1.2177324,-1.4410012,-1.5596843,-1.6087288,-1.5451729,-1.1056198,-0.35723028,-0.28432065,-0.5710987,-0.55023587,-0.4872942,-0.4939794,-0.7959147,-1.1588115,-1.4348184,-1.7083514,-1.5582092,-0.8177878,-0.49219066,-0.8560591,-1.8323164,-2.2021704,-1.8773987,-1.1621561,-0.88809055,-1.1755369,-1.3435681,-1.2074372,-1.1061537,-1.0533504,-1.1796267,-1.21769,-1.2023864,-1.4157324,-1.5091131,-1.5194671,-1.5024068,-1.6541111,-1.6527987,-1.6804225,-1.6363995,-1.4758441,-1.5601035,-1.4696977,-1.0836612,-0.86343104,-0.6854429,-0.7812703,-0.86895114,-1.2014909,-1.2789044,-1.1726059,-1.0677973,-0.9656923,-1.1152143,-1.1750693,-1.1019781,-0.8920774,-0.89077675,-0.90309125,-0.9399781,-1.0202745,-0.24474207,-0.24420321
-0.32032552,-0.38292652,-0.40024117,-0.5231973,-0.35405874,-0.6197081,-0.7283971,-0.7132571,-0.3970581,-0.26120698,-0.31989396,-0.43817443,-0.5134216,-0.8201239,-1.2585791,-1.3435975,-1.265068,-1.0703743,-1.1207149,-0.9664427,-1.7164125,-2.3624287,-2.042668,-1.7471745,-1.5367069,-1.4079967,-0.9376043,-0.87373996,-0.7027831,0.09832653,1.6470203,3.1472604,2.9034433,1.7616718,-0.3288215,-1.0753232,-1.1039066,-1.0882235,-1.5330689,-2.5101142,-3.0655565,-3.1691363,-3.0157046,-2.7507036,-2.6624558,-2.6548905,-2.5298915,-2.5113742,-2.5392146,-2.6349385,-1.6015623,-0.92493844,-0.37114245,-0.099650756,0.13159019,0.29760835,0.58093107,0.6437545,0.3475277,0.03216261,-0.14830513,0.40108526,1.6117866,2.6088076,3.731439,4.1774664,3.8011384,1.8891691,-0.7993699,-2.5904388,-3.0290647,-3.2037153,-2.8102217,-2.506794,-2.5400512,-2.5409381,-2.611955,-2.6930473,-2.205552,-1.482561,-1.5133455,-1.4303949,-1.7772509,-1.8131244,-0.6333341,0.27228823,0.7945919,1.2247279,1.4104137,1.5364423,1.7973446,1.8275248,1.2238666,0.026569344,-0.48879004,-0.028874386,0.9263022,2.0396435,2.8873308,2.6322315,1.5364165,0.87499225,1.3363539,1.654093,1.8036394,1.9052961,1.8292992,1.9905965,2.5369499,3.2776287,4.0188847,4.3523407,4.24586,4.0557165,3.997296,4.311439,4.253694,3.7190073,2.952249,1.3468258,-0.80086327,-1.4809487,-1.4118934,-1.4037428,-1.1183419,-1.0672115,-0.82841194,-0.88561165,-1.0880171,-1.5325881,-2.0191631,-2.100578,-2.1164756,-2.1180587,-2.1129615,-2.035498,-2.0074542,-1.918272,-1.778749,-0.3544337,-0.35410812
-3.0196624,-3.071505,-3.133484,-3.1991487,-2.6176794,-3.244503,-3.172019,-3.057767,-2.5438976,-1.7421434,-1.8005762,-1.957074,-2.0516677,-2.3363261,-2.5650904,-2.5789475,-2.4787118,-2.1513648,-1.9565562,-1.4300239,-0.64934826,-0.4211498,1.4359796,3.7213402,5.389307,7.5191383,9.370515,9.610396,9.354729,8.912507,7.578172,4.4510016,1.0013937,-0.39032072,-0.96259195,-0.70281196,-0.5201603,-0.6189631,-1.0539929,-1.3397049,-1.2677418,-1.3862107,-1.500313,-1.551845,-1.580552,-1.2485567,1.0438313,4.17935,7.795787,9.943435,11.076875,11.021431,10.518102,9.571747,7.9929523,6.228817,3.1925323,1.1712162,0.38920063,0.36530864,0.32709545,0.1940271,-0.064825356,-0.30092052,-0.22380763,0.06443885,-0.120001495,-0.8102559,-1.4987662,-1.9894714,-2.4631515,-2.8136458,-2.443024,-1.940316,-1.5386783,-1.7478992,-1.8393791,-1.9230188,-1.4283015,0.34855825,2.6345367,5.443802,8.850841,10.964635,11.062154,10.496008,9.934675,9.213274,8.103596,6.3788733,4.619452,2.0989745,-0.47090757,-1.7192386,-2.2767804,-2.3169615,-2.3412287,-2.0737522,-1.2441146,-0.74801934,-0.45776936,-0.64336896,-0.4414265,0.023884635,0.12434924,0.09334224,-0.16445881,-0.7170414,-1.2332034,-1.4108084,-1.1586714,-0.9135677,-0.7818428,-0.8054522,-0.99577516,-0.759282,-0.9568729,-1.2807829,-1.7106247,-2.5674944,-3.0071468,-2.947956,-2.8755908,-2.590629,-2.6662815,-2.6600113,-2.2625308,-2.1113164,-2.0647733,-2.0717325,-2.3104653,-2.4333491,-2.5575771,-2.439012,-2.6152792,-2.731164,-2.8963823,-2.9812608,-2.8755472,-2.6186604,-2.6173062
-2.8835545,-2.91461,-3.0035315,-3.1019049,-2.2667587,-3.249555,-3.3560095,-3.4927735,-3.8307014,-3.9333854,-3.7096481,-3.4484773,-3.2717814,-3.1019113,-2.75349,-2.4114885,-2.1032457,-1.9448912,-1.9633062,-2.226815,-2.2733893,-2.211688,-1.7996783,-1.572341,-1.3893204,-1.1702117,-1.1345897,-1.1328788,-0.94180727,-0.6649178,-0.24468005,0.18648717,0.12295331,-0.24081309,-0.79130036,-1.1016603,-1.290585,-1.6914276,-1.8041096,-1.1819428,-0.8810796,-1.1264069,-1.7130129,-2.0384388,-1.9749138,-1.7455835,-1.5014601,-1.3489901,-0.90853226,-1.0023234,-1.2434452,-1.0412052,-0.89486575,-0.82459027,-0.93324447,-1.1079092,-1.1242721,-0.875134,-0.3677649,0.19852516,0.69536555,1.299266,2.2602086,2.5417914,2.6330397,2.5647254,1.9023727,0.6698092,-0.41072372,-1.0520644,-1.5506685,-2.015037,-2.24222,-2.298448,-2.2475815,-2.3690128,-2.37528,-2.196875,-1.9352522,-1.9043823,-1.6661901,-1.5670846,-1.5110195,-1.8917184,-1.660383,-1.2042925,-1.021179,-0.7810283,-0.58948326,-0.6420177,-0.7477801,-0.88500196,-1.5297003,-1.5925698,-1.5666773,-1.1103362,-0.7961349,-0.6270115,-0.21487784,-0.36386424,-1.0661495,-1.681021,-2.0331068,-2.2357373,-2.1789653,-2.122126,-2.0361226,-1.9990381,-1.9682469,-1.883256,-1.8216442,-1.969979,-2.0881472,-2.315355,-2.371951,-2.289561,-2.2824547,-2.4043915,-2.71183,-2.9170678,-2.496849,-2.309579,-2.3374906,-2.1420984,-2.2659545,-2.3187969,-2.5124497,-2.5089135,-2.4458811,-2.3482733,-1.9935541,-1.7861936,-1.8347952,-1.7021286,-1.5373526,-1.7727256,-1.9842446,-1.9899201,-1.9719872,-2.2669523,-2.266454
-1.6490738,-1.6426415,-1.6991432,-1.5994673,-0.9449297,-1.6275116,-1.3958211,-1.2381182,-1.2281399,-1.782163,-1.5534347,-1.276236,-0.8340626,-0.9118839,-1.6752424,-2.233121,-2.670638,-2.757298,-2.5438948,-2.2292814,-1.6603334,-0.86389863,-0.33847407,-0.33722842,-0.15949981,-0.055778466,-0.5481742,-0.4627213,-0.17307884,-0.06189622,-0.10767323,-0.22543189,-0.4591656,0.5732814,2.7691667,4.1065273,3.8216352,3.1026719,2.4884312,1.3007386,-0.1287959,-0.9940727,-0.9934991,-0.98051137,-0.97411186,-0.9782472,-0.7384527,-0.43149006,-0.33680296,-0.32309675,-0.20342086,-0.24534173,-0.54206216,-0.97277665,-0.80200815,-0.29427314,0.7413414,1.2979144,1.4602653,1.4702675,1.3922896,0.9018989,0.18083462,-0.027373284,0.013412356,0.38473496,1.2557667,1.3631419,0.913115,0.08573753,-0.6312425,-1.260544,-1.6210049,-1.4336036,-1.2303867,-0.6551874,-0.3095661,-0.20752352,-0.15571384,-0.069348186,0.10778338,0.14589784,-0.044780508,-0.15513983,-0.2346705,-0.54888594,-0.7745379,-0.9052608,-0.95573556,-0.80044067,-0.29545867,0.43177512,1.6427383,2.2754896,2.5484061,2.554757,1.6996231,0.4164695,0.47434247,1.4663515,2.6649604,1.7968013,0.28730565,-0.68965024,-0.7849744,-0.76612735,-0.7759292,-0.847753,-0.9272455,-0.9593071,-0.8593153,-0.5455786,-0.2468922,0.06701729,0.045042396,0.013331279,0.16252548,0.4380045,0.8051473,1.214009,1.7134403,1.6200795,1.2291479,1.0782866,0.8722111,0.79792404,0.702658,0.52305126,0.43329644,0.38197246,0.03445202,-0.251603,-0.54209805,-0.47489005,-0.0036120117,-0.24952039,-0.52084106,-0.54580307,-0.6510261,-0.94468856,-0.94492567
-0.8069158,-0.82420397,-0.86866945,-0.86879086,-1.3008971,-0.92284167,-1.0189953,-1.063433,-1.3347323,-1.7347977,-1.8991714,-1.7358606,-1.401576,-1.317857,-1.4406288,-1.4605384,-1.47628,-1.2112913,-0.88988125,-0.36224395,-0.9353294,-1.6293554,-2.0896382,-1.9275515,-1.585229,-1.2784828,-0.9951635,-1.2076998,-1.1177311,-0.9197308,-0.06934031,1.1059445,1.7909105,1.5792823,1.2185419,0.6688397,0.17286733,-0.119903654,-0.07556631,0.20591354,0.0868184,-0.25857243,-0.5059145,-0.5495477,-0.36960432,-0.32649234,-0.55210733,-0.9772646,-0.5547654,-0.006050378,0.7422175,1.5417999,3.552266,7.40687,9.346207,9.9426,9.948528,9.711047,9.211106,8.302042,6.683363,4.2274137,2.6204705,2.205129,2.2220035,2.124362,1.5826545,0.6234384,0.16162905,-0.5899849,-1.0708547,-1.49419,-1.3750658,-1.1354609,-0.90452546,-0.59933007,-0.3505494,-0.3364795,-0.8964087,-1.0677725,-1.0480866,-0.9045295,-0.69038045,-0.25931734,0.21153353,0.67093635,0.775205,1.1995424,2.213605,3.1070926,3.1360412,2.641571,1.3570566,0.29359323,-0.22289762,-0.29645282,0.010222852,-0.10992396,-0.21116997,-0.24794352,-0.5295944,-0.66736126,-0.74723166,-0.7657762,-0.71741164,-0.7301502,-0.66659987,-0.5892967,-0.565162,-0.5483577,-0.4859209,-0.5540975,-0.6046126,-0.7282653,-0.6898103,-0.6461885,-0.4079582,-0.26009524,-0.35748154,-0.4409288,-0.84482425,-1.0864081,-1.2999066,-1.1991547,-1.4138575,-1.3733951,-1.2741659,-1.2064267,-1.164108,-1.1275637,-1.0502847,-1.090851,-1.1276538,-1.1412871,-0.9322438,-0.88776046,-0.71480596,-0.735208,-0.90188015,-1.3010433,-1.300897
-2.8248515,-2.8490806,-2.8279505,-2.930789,-2.9844456,-3.005097,-3.1169803,-3.149839,-3.0181093,-2.4465427,-2.187733,-2.2516901,-2.346554,-2.4960318,-2.5028815,-2.2583733,-2.0107653,-1.8868995,-2.1114566,-2.463752,-2.7002556,-3.0313647,-2.5751014,-2.2391336,-2.1169796,-1.8697566,-1.7450022,-2.2203152,-2.4927619,-2.2624552,-1.9619333,-1.623578,-1.6715243,-1.8121232,-2.2032225,-1.6093321,-1.1765019,-1.1293085,-1.5106382,-2.191431,-2.6265368,-2.7502627,-2.7662778,-2.446764,-2.2480059,-2.1913915,-2.0792637,-1.5808077,-1.2179275,-1.8775468,-2.5233223,-2.8075912,-3.171939,-2.7932458,-1.9658959,-1.6877557,-1.9887681,-2.2840543,-2.5471163,-2.76289,-2.8887897,-2.561963,-1.7030334,-1.0489266,-0.27740476,0.16596235,-0.4733982,-1.5990901,-2.480003,-2.994174,-3.1290002,-3.0657248,-2.545832,-2.458899,-2.6087117,-2.4768047,-2.3824534,-2.4318683,-2.5665436,-2.2093513,-1.9730419,-1.6847388,-1.5121474,-2.2873833,-2.7741048,-3.0230129,-3.1259687,-2.8932972,-2.4363644,-2.1358116,-1.8941327,-1.7631215,-2.2062783,-3.2118762,-3.2642753,-2.568287,-1.6301038,-0.8611451,-0.19384417,0.17579696,-0.35398042,-1.1250777,-0.90297353,-0.22225736,0.08389768,0.14407739,0.07767421,-0.005028069,-0.08798492,-0.075357735,0.13100806,0.13669488,0.070070624,-0.057043612,-0.24669653,-0.2582781,-0.52586627,-0.9342932,-1.4518651,-2.372963,-3.2690392,-3.2862859,-3.144516,-3.1364968,-2.9354193,-2.8752794,-2.7201605,-2.6374307,-2.6592045,-2.657568,-2.6295657,-2.7558558,-2.7469244,-2.6849244,-2.6057634,-2.8066678,-3.073462,-3.023728,-2.8739457,-2.983986,-2.984405
-2.8785,-2.8484156,-2.8280342,-2.7737708,-2.454831,-2.6754265,-2.610718,-2.6664033,-2.6518564,-2.3573935,-2.09927,-1.8662033,-1.857388,-1.6320336,-1.3044505,-1.2233638,-1.2575338,-1.4937,-1.5447686,-2.006186,-1.8003374,-1.1455289,0.29730415,0.4829414,0.44627097,0.19796239,-0.21624383,-0.5889818,-1.0667543,-1.3568535,-1.7867714,-2.2918532,-2.3617446,-1.8403218,-1.5612819,-1.041755,-0.8221395,-0.9832991,-1.0722988,-0.59257877,-0.1012436,0.089721255,-0.13106003,-0.58747905,-0.8914175,-1.1109502,-1.1881772,-1.0210922,-0.99404943,-0.62135065,-0.37632048,-0.6682346,-1.1049469,-1.3677176,-1.3337114,-1.5342954,-2.0206132,-2.417943,-2.5699842,-2.4954467,-2.3164783,-2.1936805,-2.1147695,-2.3483315,-2.5226102,-1.8932796,0.09426573,2.7490454,3.9804163,4.918884,5.006257,4.4708643,2.090205,0.7617048,0.14882459,-0.7678074,-1.140609,-1.5142744,-1.6764983,-1.5541322,-1.3840457,-1.2314593,-0.75976616,-0.23090023,-0.4694904,-0.9274095,-1.2260249,-1.4679375,-1.6108516,-1.8511717,-2.145721,-2.1761246,-1.8567474,-1.8256255,-1.4417477,-1.49131,-1.9630817,-2.238801,-2.2305138,-1.6590972,-0.6418425,-0.19032021,-0.3699186,-0.34063524,-0.36567938,-0.4137557,-0.5025694,-0.74906075,-0.9109942,-1.0388039,-1.2114325,-1.1815816,-1.0771132,-0.9927,-0.9793081,-1.0574881,-1.0090566,-0.67987245,-0.42401135,-0.46197107,-0.55572784,-0.48020124,-0.58921975,-0.6930063,-0.85927325,-1.0015451,-1.6167916,-1.9491496,-1.9424558,-2.0595496,-2.0080197,-1.8555892,-1.9212759,-2.0155149,-1.9475911,-1.8759784,-1.8698039,-1.8687786,-2.004538,-2.4553385,-2.4548786
-4.554147,-4.5954695,-4.631906,-4.6906686,-3.7901404,-4.796753,-4.9206905,-5.0140743,-4.94401,-4.16784,-3.7473297,-3.6280699,-3.528615,-3.4078255,-3.0617754,-2.8408012,-2.609948,-2.5398426,-2.694293,-2.7996776,-3.094411,-3.9232085,-3.6490438,-3.1198373,-2.7980514,-2.294781,-1.4687291,-1.564016,-1.7630281,-1.7224921,-1.4979048,-1.3010676,-1.1414031,-1.2664443,-2.2156436,-3.252455,-3.4667177,-3.8155532,-3.8546014,-2.9419193,-2.2826285,-2.135185,-2.402066,-2.5730314,-2.6019251,-2.5926552,-2.668096,-2.5860186,-1.9541452,-1.7635512,-2.4854589,-2.8356218,-3.293705,-3.5127175,-3.6064172,-3.7918396,-4.301449,-4.4604487,-4.358332,-4.248647,-4.342411,-4.1098156,-3.1793492,-2.55987,-1.9803944,-1.8683231,-2.5108595,-3.28645,-3.7454705,-3.8038864,-3.7597046,-3.63997,-3.3746865,-3.4531107,-3.3367014,-3.240362,-3.3532364,-3.5776072,-3.974115,-3.797842,-3.4817917,-3.2015936,-2.557898,-2.5245934,-3.0433073,-3.4245038,-3.8192825,-3.9757679,-3.9815345,-4.010809,-4.0361967,-4.152809,-4.278763,-4.4564667,-4.323815,-3.5687027,-2.2415166,-1.4705515,-1.7027211,-2.062296,-2.8203857,-3.1128542,-2.9854367,-2.742968,-2.483349,-2.3835144,-2.2352715,-1.9995623,-1.6999801,-1.4365934,-1.2965939,-1.3457463,-1.3879979,-1.4199662,-1.3815289,-1.3905712,-1.2872268,-1.3789136,-1.5939417,-2.3397713,-3.4599147,-3.6497054,-3.6332135,-3.5614204,-3.61041,-3.6509771,-3.6616282,-3.6049194,-3.639063,-3.5510488,-3.4910681,-3.4898052,-3.6414251,-3.5609248,-3.5029502,-3.7152143,-4.0215654,-4.0489893,-3.9888592,-3.789366,-3.789801
-2.8986878,-2.8770742,-2.8876235,-2.9075234,-4.3167515,-2.8759184,-2.8348298,-2.7397208,-2.3796458,-2.0871308,-2.296471,-2.6168582,-2.7114735,-2.878593,-2.7731874,-2.4215379,-2.0281014,-1.7367098,-1.7973256,-1.4420314,-1.6412008,-2.5669856,-2.6540585,-2.346609,-2.1847453,-2.0571852,-1.857518,-1.9451951,-2.0300217,-1.918039,-1.6584874,-1.383688,-1.2625687,-1.3604658,-1.773989,-1.3526815,-1.0455227,-1.2247252,-1.826163,-2.6783507,-3.032362,-3.0863035,-3.054957,-2.9674177,-3.061515,-3.3020222,-3.6429882,-3.576049,-3.115302,-2.6952338,-2.1702404,-1.7551992,-1.6406192,-1.6213934,-1.3349869,-1.2266588,-1.5446463,-1.8851897,-2.0746176,-1.9453764,-1.5977069,-0.64165413,0.9264997,2.0472093,2.944754,3.408904,2.9454398,1.7069057,0.28046834,-0.91690177,-1.7368516,-2.4537559,-3.0152078,-2.982734,-2.7739544,-2.8734527,-3.1888306,-3.5059094,-3.7761042,-3.5223744,-3.2879813,-3.0803466,-2.9031448,-2.3887835,-1.7216587,-1.1372478,-1.1258075,-0.91635203,-0.6169194,-0.27802742,-0.049738333,0.05735302,-0.4872094,-1.5730528,-2.021865,-1.7669233,-0.82430875,0.21410498,1.0581689,1.0771606,-0.09671162,-1.5020986,-1.6288328,-1.52261,-1.4463391,-1.4027321,-1.3783538,-1.3604262,-1.3644706,-1.2543314,-0.98478234,-0.95450747,-0.97870654,-1.0567055,-1.0774157,-1.2313851,-1.3181589,-1.5720344,-1.8984579,-2.1825805,-2.3842344,-2.3103368,-2.464716,-2.4236155,-2.6554701,-2.7452054,-2.7683249,-2.7374156,-2.778592,-2.8630981,-2.964259,-2.925651,-2.8920736,-2.9101725,-2.941035,-2.982276,-3.097249,-3.0244207,-2.9307048,-4.3158903,-4.3168135
